Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Highly recommend a visit,g1005967-d13447953, 8 maggio 2024,family,"What a quaint little place with lots of character. 
Stayed in Ditchling for a couple of nights and came across this little Gem ... 
Had breakfast, and it perfect. Lots of cakes to choose from.  Staff very friendly....","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/19/92/c6/caption.jpg,""
Highly recommend here for delicious curry!,g1006504-d2178057, 3 gennaio 2024,friends,"This is the second time I have visited in the past 2 months firstly with family and this evening with a friend. 

We have a number of food intolerances and the team took the time to provide tweaks to menu options to make sure we had something delicious to eat. The food is perfectly cooked, great sized portions, hot and well presented. 

The staff are welcoming and attentive making effort to talk to all dinners. Would highly recommend going here and will definitely go back!","Punteggio 5,0 su 5","",""
Highly recommended,g1006504-d5816534, 10 maggio 2024,couples,"Great food, nice portions, priced reasonably, lovely setting, the staff really are a credit to the place.  Highly recommended 🙂👍","Punteggio 5,0 su 5","",""
If not having a wedding don't bother,g1006175-d6104159, 21 settembre 2023,family,"Unfriendly and unhelpful staff, out side furniture probably as old and dirty as the castle. Not the best to accommodate disabled people, parking (on a steep hill), toilets ( could also be a lot cleaner ) etc. And also expensive.","Punteggio 1,0 su 5","",""
Il cibo buono ma limitato.,g1006504-d1372741,"",friends,"6 Di noi hanno visitato circa 2110 , inizialmente abbiamo dovuto attendere un po' di tempo per essere servito, ma per un tavolo con una cameriera di divertimento. Purtroppo un sacco di il cibo non era disponibile, è stato solo mercoledì e uno avrebbe anche se una borsa migliore del cibo sarebbe stato disponibile.

Il cibo era okay, media e accettabile, ma la cameriera femminile ha compensato per eventuali spostamenti brevi e ci ha tenuti tutti felici. Le bevande erano buone, una Real ale dalla botte il resto imbottigliato . La bistecca era cucinato alla perfezione anche se un pò caro.","Punteggio 4,0 su 5","",""
Il servizio è troppo lento!,g1006504-d1372741,"",none,"Questa è stata la mia terza visita qui negli ultimi mesi. Due volte a cena e una volta per la colazione. 40 % DI sconto voucher rende merita una visita, ma ci sono sempre lunghe attese qui. Il servizio è davvero deve essere migliorato. Questa settimana abbiamo prenotato per un gruppo di 9 . Il piÃ¹ personale passati noi all'ingresso senza nemmeno un buongiorno! Quando ci hanno mostrato la nostra tavola, le bevande ordine è stato preso abbastanza velocemente ma ci sono voluti anni di essere serviti al tavolo. Il servizio di Ristorazione è anche molto lento, nonostante il ristorante essendo tranquilla. Prenotazione di 3:00. Il cibo servito a 3 . 55:00. C'era una scelta limitata per il roast ma ci siamo divertiti tutti il nostro pasto quando è arrivato. Agnello di domenica a pranzo è veramente molto bello. In generale il personale sono piacevoli, con l'eccezione di una donna che era proprio scortese e sarebbe meglio stare in cucina!","Punteggio 3,0 su 5","",""
"Il servizio era OK ma il cibo caldo e unti, un povero Beefeater Ristorante",g1006504-d1372741,"",couples,"Chiamato in per una cena anticipata circa 6 . 30:00 e ci hanno chiesto se avevamo prenotato. C'erano molti tavoli liberi ma a sproposito è stata fatta per qualche ragione sconosciuta per trovare un tavolo. Il servizio era OK, ma perché sono i menu in queste catene sono sempre appiccicoso e coperte in salsa di pomodoro come le cime del tavolo, fare le cameriere non puliteli correttamente ? ? Ho ordinato una porzione di cosce di pollo in salsa fumosi ed erano riscaldati ed è abbastanza insignificante. La grigliata mista era nuotare in grasso. Se vi serve un fungo piatto cotto si dovrebbe sempre scarico il/succo d'acqua fuori il fungo prima di servire. Le patatine e gli anelli di cipolla erano troppo cotto al punto da essere bruciato. Siamo rimasti seduti vicino alla porta della cucina, e il rumore proveniente dalla cucina era molto rumoroso. Sembrava come se il personale della cucina era avere un partito. . . . Un sacco di urla, risate e la caduta di padelle. Il rumore costante potrebbe essere sentito nel ristorante, ma nessun supervisore detto loro di tagliare fuori il din erano. La bistecca in la grigliata mista era indebile a causa di cotenna si applica la sugnatura e il gammon era piena di grasso inondato. Ho lasciato metà il piatto e la cameriera ha fatto alcun commento. Cerco ed evitare il forno a microonde utilizzando, ching ching, catene quando posso, ma io credo di non aver mai avuto un pasto peggiore da un Beefeater Ristorante.","Punteggio 3,0 su 5","",""
Impressive upgrade to outside seating ares.,g1006504-d5816534, 20 maggio 2024,friends,"I really can't fault the Forest Inn. Staff are friendly and courteous.  Drinks selection is very good and draft beers and lagers looked after. I've arranged many events here, and on this day we had a pre-ordered curry for 45 people.  Superb food. 
Looking forward to the summer after the new patio, new tables and sun shades.  Upgraded sound and lights and the booths.","Punteggio 5,0 su 5","",""
Incantevole,g1006504-d1043682,"",couples,"Anche se noi non visitiamo spesso, il servizio è sempre fantastico. Molto accogliente e cordiale. Il mio preferito e unico posto per una cena fuori. Il cibo era incredibile! Lo consiglio vivamente.","Punteggio 5,0 su 5","",""
Just love this place,g1005967-d12183920, 22 novembre 2023,couples,"Absolutely love coming to Notcuts. Always a friendly welcome, lots of choice available and competitively priced. The staff are very efficient and very cheerful.","Punteggio 5,0 su 5","",""
La metà del menu era tutto esaurito!,g1006504-d1372741,"",none,"Seduti e ci ha consegnato un menu di ordinare da e dato alcun avviso che tanti pasti non erano disponibili. Essendo una domenica ho voluto ordinare una cena di arrosto, mi è stato detto a dopo aver aspettato 15 minuti per ordinare che sono stati venduti fuori. La cameriera ha proposto un pasto diverso che sarebbe simile. . . Dopo 15 minuti torna indietro mi dicono che è anche venduto fuori! ! ! Come persone siamo arrivati ci hanno dato nessun avviso che sarebbe questo il caso, sentito la coppia accanto a me è stato detto che non c'è nessun torte sinistra 10 minuti dopo l'ordinazione. . . Molto poveri! !","Punteggio 2,0 su 5","",""
Little gem,g1006504-d4985353, 24 marzo 2024,family,We popped in for a bite to eat to break up our journey home. The team were very friendly and very accommodating to my child’s allergens. I had the steak and ale pie which was absolutely lovely.,"Punteggio 5,0 su 5","",""
Love this place!,g1006504-d1007560, 22 marzo 2024,couples,"Great food, service with a smile, large, pleasant interior and outdoor seating also available. Easy parking. One of our favourite retaurants.","Punteggio 5,0 su 5","",""
Lovely dinner,g1006504-d1043682,"","",Amazing food taste and lovely customer services. Buonissimo ristorante di qualità. Atmosfera rilassante.,"Punteggio 5,0 su 5","",""
"Lovely food, brill staff",g1006504-d5816534, 26 febbraio 2024,couples,"Always very tasty, nicely portioned. The staff make this place. Always friendly, efficient, nothing too much trouble. Spot on 👍","Punteggio 5,0 su 5","",""
"Lovely food, cant let me down",g1006504-d1007560, 28 aprile 2024,friends,"The atmosphere was so wonderful and cosy, and the service was quick and friendly. But the real star of the show was the yummy food – absolutely delicious! From the delightful main to the heavenly dessert, every bite was making me want to invite my lovely friends to join me. I'll definitely be popping back in soon with my friends for a nice lunch or maybe a dinner. Thanks again x","Punteggio 4,0 su 5","",""
Lovely Friday Lunch,g1005967-d12183920, 18 maggio 2024,family,"Had lunch here with partner for a change from our usual haunts.  Ordered our food, found a table and waited until our food was delivered. This took about 15 minutes but the fish and chips were freshly cooked. Our cakes were tasty and there was plenty of room. Staff were really pleasant and chatty. They seemed to enjoy their jobs which is rare these days. Verdict: Food here was pricey but was good quality served with a smile.","Punteggio 4,0 su 5","",""
Lovely little find,g10021931-d3222824, 24 maggio 2024,couples,"We visited twice, whilst staying in flushing as the walk was lovely.  

Very busy on Sunday and some delay in service, but the weather was lovely so sat in sunshine. 

We had full English and shakshouka, both were lovely. 

On our second visit we had a tuna toastie, which was massive, but tasty and a scone. 
It was quieter midweek, but still full in doors.

Most staff friendly, however there was one member of staff who just looked constantly miserable. 

Dog friendly so great for us.","Punteggio 4,0 su 5","",""
Lovely mother's day Sunday meal,g1006524-d2647930, 10 marzo 2024,family,"Just had what can only be described as an utterly brilliant Sunday lunch for mother's day at the fish at wixford. Professional, friendly service throughout. Food was excellent, we had roast beef, and also fish and chips - all meals were very well cooked, and quite possibly some of the nicest we've ever had at a pub. New owners have done a great job with tasteful interior design (much improved from previous years). We will  definitely be returning soon. Just how a pub and restaurant should be run.","Punteggio 5,0 su 5","",""
Lovely night away,g1006175-d6104159, 4 febbraio 2024,couples,"Another lovely stay at this hotel, staff are lovely,  food excellent the lady that served breakfast lovely,  friendly lady thank you. Will be back again","Punteggio 5,0 su 5","",""
Lovely place,g1006504-d5816534, 24 settembre 2023,couples,"My favourite place for breakfast. You can easily see why it’s so busy & popular. Nice efficient polite staff, lovely coffee. Great choices, lovely place 😁","Punteggio 5,0 su 5","",""
Lovely place. Not perfect but very good,g1005967-d3783536, 6 maggio 2024,family,"Lovely atmosphere. I love the modern extension to what is a very old building. It's light and airy, with attractive white floor tiles and clean lines that make a stylish interior.
The portions are very large (I'm glad I took a doggy box!). I had a vegan pie, which was lovely - nice tasting without being too spicy.
It came with green cabbage and roasted carrots & parsnips. A touch of another green veg in place of the parsnips and mash might have been preferable.  
The service was very good, especially considering it was a busy Sunday lunchtime. 
My Dad was put off by the fact the table top was very sticky. It felt as though it needed a wash with a very hot, soapy cloth, rather than a spray that just smears any spilt drinks (though I appreciate all pubs and restaurants do this).","Punteggio 4,0 su 5","",""
Lovely pub,g1006504-d4985353, 24 marzo 2024,friends,Glen and alesha were friendly and efficient. Wonderful pub. The food was hot and it came out on time. It was a lovely meal.,"Punteggio 5,0 su 5","",""
Lovely restaurant,g1006175-d8497246, 9 maggio 2024,couples,We had called in for a coffee and enjoyed the friendly atmosphere so went back for lunch. We were not disappointed as the food was very good and reasonably priced. The staff friendly and helpful too.,"Punteggio 5,0 su 5","",""
Lovely staff,g1005967-d12183920, 22 gennaio 2024,couples,Love the restaurant. The coffee has definitely improved. Claire and Nicky are always happy to help. Thanks for lovely staff. I would have given 5 stars but those cobwebs above table 203 need to go first.,"Punteggio 4,0 su 5","",""
Lovely staff - tasty food,g1005967-d10241689, 26 aprile 2022,none,The Green Welly was busy and had many bookings but kindly provided the two of us with a table as we just needed a quick coffee on our way to an exhibition at the nearby Ditchling Museum.  The staff are lovely and the flapjack delicious!   After visiting the Museum we returned to the Green Welly for a late lunch on the off chance we could get a table at this thriving establishment.  Again the lovely staff were able to kindly squeeze us in and the soup and sandwich lunch proved delicious.  We would recommend - and hope to return when next in Ditchling.,"Punteggio 5,0 su 5","",""
Lunch,g1006524-d2647930, 26 novembre 2023,couples,We called in to the Fish for lunch. The service was very good and the staff were friendly. The butternut wellington was very good. We hope to be back,"Punteggio 4,0 su 5","",""
Mediocre,g1006504-d3806898, 10 gennaio 2024,friends,Had the carvery. Turkey was tender but the beef was so tough we had to ask for steak knives. Veg lukewarm. The 2 waitresses were good and gave us free coffees. However wouldn’t return in a hurry!,"Punteggio 3,0 su 5","",""
Mins Birthday,g1006504-d6620815, 3 marzo 2023,friends,"So we ordered Nachos and as we eagerly anticipated our delicious dish, we waited with excitement, as the polite handsome man delivered the Nachos our faces turned to one another in shock and horror. 

Whilst we currently face a pepper and tomato shortage in the UK we apparently also face a cheese shortage in Ferndown, specifically the Night Jar. We received (wiping tears from eyes) poor man doritos with a splash of sausa and guac. To the staffs credit they did reissue the Nachos with the equivalent of a weathered man's 65 year old load on top of our now mildl cold poor man doritos....

All in all, Night Jar is a wonderful place for food and drinks, just beware of the Nachos when ordering as until this cheese crisis is resolved, you'll receive a disappointing wad of dry crisps with a sorry sprinkle of even dryer cheese (equivalent to a 65 year old man's load, I can only assume) 

Again, love the staff and the custom, just do not order the Nachos :-)  x x x

See you next week Jar, staff were awesome.","Punteggio 4,0 su 5","",""
Miserable Staff. Sticky carpets. Overpriced drinks.,g1006504-d6620815, 24 novembre 2022,none,"Like many Wetherspoons, expect sticky carpets, a fight about to kick off and staff who look as if they'd rather be working in the charity shop opposite.

Their policy on dogs in baffling - I was sat OUTSIDE on the PAVEMENT (which they do not own) with my friendly dog on a lead, who was making friends with other patrons. But, because I was consuming a drink from the Nightjar, I was told by a member of staff that 'dogs weren't allowed'. 

Needless to say I won't be returning.","Punteggio 1,0 su 5","",""
"Molto deludente, personale cordiale, servizio molto lento",g1006504-d1372741,"",family,"Prima visita per molti anni, condividendo il pranzo con mia sorella, che vive localmente. Sono rimasto sorpreso dalla costoso il menu era per il tipo di stabilimento - £ 15 + per alimentazione in generale. Mia sorella aveva l'orario domenicale roast beef per il pranzo, che era duro e gommoso, con roasties bruciati e nessun mash di verdure, come pubblicizzato. Ho avuto il duo di carni bovine a £ 19 . 99 E quello che un - il mio piatto di delusione era accatastati con gli avanzi che era immangiabile. Il manzo era grassi e le patatine magrissime erano come chip - bastoni, erano così oltre cotte. Se non fosse stato per i fagioli barbeque, sarei stato fame. Mi sono lamentato, ma non ho voluto offre l'imbarazzo della mia sorella più facile far compere, inoltre, che aveva un 40 % di sconto buono - ti chiedo perché essi sono costretti a offrire gli sconti. . . L'hotel non era molto affollato a tutti, ma tavoli di persone erano tenute in attesa per un lungo periodo e quelli con i bambini erano ad avere a che fare con l'inquietudine del tutto. Non ritornerei; con un altro 40% off, mia sorella maggio! Come possono pagare questi prezzi per cibo pessimo di tale qualità?","Punteggio 2,0 su 5","",""
Molto piacevole,g1006504-d1043682,"",couples,"Il personale è molto cordiale, cibo, bella serata molto piacevole fuori, non hanno mai avuto un brutto periodo in questo ristorante,","Punteggio 5,0 su 5","",""
Most disappointing experience to date.,g1006504-d3201313, 21 marzo 2024,friends,"Have been coming to this pub/restaurant for years. Can honestly say this was the worst meal/experience I have a had to date. Had booked a table ahead, and nobody came to seat us. Waited for an hour to have a lunch. Eventually when meal was brought out it was very dry and unappetising looking. Did speak to manager about this who just said he would speak to his kitchen staff wasn’t remotely interested. I’m more disappointed as it was for my friend’s birthday and the experience was a shambles. I’ve seen the manager being unprofessional on multiple occasions, even scolding one of the staff loudly in-front of all customers. Thumbs up to the restaurant staff, thumbs down to the manager. He shouldn’t be working there that’s for sure.","Punteggio 1,0 su 5","",""
Mother's Day Lunch,g10021931-d3222824, 10 marzo 2024,family,Amazing roast dinner for mother's day. Beef was cooked to perfection and very tender and juicy. The veg was very delicious and yummy and roast potatoes were lovely and crispy. Lovely atmosphere and staff are very welcoming and friendly.,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/99/15/f6/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/99/15/f8/caption.jpg
My favourite place to eat,g1006175-d2354647, 11 febbraio 2024,family,This cafe is my favourite place to go and my kids love going too the food is always absolutely delicious!! The staff are all Lovley and friendly I’ve been going here for about 6 years my kids especially love it at Halloween and Christmas time when it’s all decorated it looks amazing ❤️,"Punteggio 5,0 su 5","",""
Nearly perfect!,g1006576-d1006804, 14 febbraio 2024,friends,"Great Pub, great staff and great food.  My only issue is the sad lack of Low Alcohol/Alcohol Free beer. One lager and one cider. These days, you should also have at least one ale as well. So many of us can't/don't drink alcohol but still love pubs. The Woodman is also in a place where there must be a designated driver so I am sure it would sell well. Please get a better selection!","Punteggio 4,0 su 5","",""
Need more friendly staff.......,g10021931-d3222824, 2 aprile 2024,family,"Been here several times and food is really nice and location beautiful but sadly several staff are so miserable and unfriendly, real shame as letting a great place down, making you feel unwelcome and wanting to leave.","Punteggio 3,0 su 5","",""
Needs improvement,g1006504-d6620815, 4 giugno 2023,couples,"We’ve been visiting the nightjar for years as we’re local. Feel standards have dipped of late. Tables are nearly always sticky from previous customer, this morning food was lukewarm, my wife’s porridge very hard & stodgy (how difficult is porridge, even I can do it).","Punteggio 2,0 su 5","",""
Needs to go on Ramsay's Kitchen Nightmares! Worst curry house I've ever been to.,g1006504-d2178057, 12 agosto 2023,family,"As a family we decided to go try Ferndowns #5 restaurant... We walked in and asked if there was a table as we hadn't booked. After a minute of waiting we were told the table in the window was available for us. As soon as we had sat down a waiter asked if we'd like poppadoms to which having been put on the spot I just ordered 1 each for the family (3 of us). Had I have seen the price I'd have likely not bothered as I was billed for two lots of pickles... For three popadoms! 

That aside I had to ask three times to get a menu, the writing was on the wall at this point and should've paid for the poppadoms and left! We eventually ordered and despite the restaurant being moderately busy it took 55 minutes to get our meals. Mine and my sons were visibly not hot, I touched the bottom of the ceramic bowls the curry was served in and they were Luke warm at best, clearly had been sat waiting for the third main to be cooked and had not been under a heat lamp. If I was to guess the temperature I'd say they were 35-40°C which is certainly way below the hot holding temperature! I work in the food industry so can tell.

 I cut off a little piece of chicken from both of the COLD curry dishes to try and I can confirm that they were way too cold... 

I asked for these two meals to be recooked and the manager who had been brought over by the waiter which didn't speak English to see what we wanted... He offered to reheat these in the microwave which I said was unacceptable as these had been in the ""danger zone"" for an unknown period of time. He agreed to have them freshly cooked, five minutes later two replaced microwaved dinners returned. How can I tell? Because the two pieces of chicken I cut into were still present.

I then had to ask for cutlery and a plate... Having had to wait so long for such a disappointing meal was the icing on the cake, Completely lack lustre in flavour, also asked for the bhuna masala (their chicken tikka masala as a mild from their mild, medium or hot) and it turned up pretty spicy, considerably spicier than the hot curry I had ordered.

I would suggest this restaurant spends less time cutting fancy shapes out of onions and learns about hot holding temperatures, safety management systems and how to cook a decent BIR curry. A 1 star rating is too kind. I don't appreciate walking out of somewhere £80 lighter for potential food poisoning.

On a plus side the pint of Kingfisher was cold. 

Avoid.","Punteggio 1,0 su 5","",""
Negative customer service,g1006175-d6104159, 16 marzo 2024,family,"Called today to make a reservation for Sunday roast (party of 6), unfortunately a reservation wasn’t made as the gentleman I spoke to was both quite negative and rude in his response to my questions. What a shame as this was a party of 6 adults wanting to order food and drinks, looks like another pub will benefit from my custom and money. I appreciate the gentleman may have tried to call back after our call ended quite abruptly but this was too little too late, such a shame as the Sun Hotel holds a special place in my heart (had my wedding reception here).","Punteggio 2,0 su 5","",""
New Owners,g1005967-d10241689, 8 gennaio 2023,family,"Have visited this cafe twice recently, this was always one of my favourite cafes and always busy .. 
On both visits it has been so much quieter, whether this is because of the new owner , I’m not sure . She just doesn’t seem as friendly and welcoming as the previous owners, with no friendly greeting .. this has put us off , so not sure if we’re be visiting again .. very disappointed","Punteggio 3,0 su 5","",""
Nice but....,g10021931-d3222824, 5 dicembre 2023,solo,"I love this cafe & come here often on walks or with friends as the food is always good but what's with the miserable faces?!  I can't remember a time when I was greeted with a smile or any form of pleasantries from the staff here, no eye contact just a glum face.  The atmosphere falls flat at the door & it's decidedly warmer outside than in, even in mid winter.   Shame...","Punteggio 3,0 su 5","",""
Nice food,g1006504-d6620815, 30 aprile 2023,friends,Been in here few times when down to visit new forest. Food always good an staff very polite would recommend.,"Punteggio 5,0 su 5","",""
Nice food but staff clearly not interested in providing good service,g1006175-d6104159, 25 ottobre 2023,family,"We went in for lunch mid week. This was a walk in as the website said no booking was accepted. From the moment we walked in the staff member that served us was rude and angry. He may have been having a bad day but there was no need to take it out on customers, especially as a number of our party have health issues and did not understand when the server was barking orders at us.
The food was actually quite good and the pub has a nice cozy feel (we had quite a different experience when we popped in for a drink 2 nights prior - different member of staff was serving).
Very disappointed to receive such bad service. Had we not been with elderly relatives we would have walked out and eaten elsewhere.
Such a shame to tarnish what would otherwise have been a great Warkworth eatery.","Punteggio 2,0 su 5","",""
"Nice garden with view, though food bland and overpriced",g1006576-d1006804, 23 luglio 2023,family,"Lovely garden and drinks, but food extremely overpriced. Priced as a top restaurant, but food bland and without sufficient accompaniments with basic presentation.","Punteggio 3,0 su 5","",""
"Nice pub, poor food",g1005967-d3783536, 15 aprile 2024,friends,"The Bull has a lovely garden and the atmosphere inside is welcoming.  Service was good with friendly staff but the salads we had weren't great.  My friend and I both asked for the roasted goats cheese salad, the cheese was delicious but the rest of the salad was almost all watery lettuce - very disappointing.","Punteggio 3,0 su 5","",""
No longer suitable for family dining...,g1006504-d6620815, 12 dicembre 2021,friends,"Not long after ordering drinks the 'mob rule' started to open their big mouths and as a result we could barely hear ourselves talking.  There were several of them holding up the bar, as they do, and even though the inevitable F-word could be heard, not one manager asked them to be more considerate of the other diners.  It seems that the Nightjar just do not have a problem with unruly customers swearing and making way, way too much noise!!  Shame on all of them!! They completely spoilt the atmosphere!! 

Avoid!!!","Punteggio 2,0 su 5","",""
NO1 PUB!!!,g1006504-d4985353, 29 marzo 2024,couples,"Amazing people ,great service , food always scrumptious ,great entertainment 100% recommend come here all the time and never fail to disappoint","Punteggio 5,0 su 5","",""
Non è il miglior pasto,g1006504-d1372741,"",none,"Abbiamo mangiato qui il venerdì mentre soggiornano nella zona. L'abbiamo pre dinner - abbiamo prenotato un tavolo che era pronta in tempo.
La nostra cameriera era gentile ma prendendo il nostro ordine prontamente dimenticato di scrivere una nostra le portate principali. Questo non era menzionato per noi fino a che non ha portato 4 dei 5 pasti.
Io non sono sicuro di come non aveva mai notato questo finché l'altro cibo era cucinato. Il gammon qui era una qualità molto scarsa e stracotta
era molto caldo al ristorante, ma l'aria condizionata era il raffreddamento e giù un po' che era buono.
Questo non è stato il miglior Beefeater abbiamo mangiato in & non ci tornerei dato che ci sono tanti altri posti migliori per mangiare.","Punteggio 3,0 su 5","",""
Not a friendly service at all…,g10021931-d3222824, 2 aprile 2024,family,"We stopped visiting Cafe Mylor years ago because of the unfriendly staff / service.  
Over the past couple of years we’ve been back and it’s been good but our most recent visit on Easter Sunday was a total let down.
As soon as we arrived one of the waitresses pounced on us to ask if we had booked (we hadn’t).  We only ever visit during half term when we visit Cornwall on holiday and have never once booked.  We did however manage to find a table outside.
Items on the menu had run out at 11am and so had the Easter colouring.  Instead of just bringing out some more colouring they pointed out that they’d run out and would ‘try to find some more’.
I commented on a Facebook post how they should make it more clear that tables need to be booked in advance and received a patronising response about how they are a ‘very busy establishment’ and that it is half term?! 
Arguing with customers via social media is not a good look for starters and I would suggest they focus on giving the staff some customer service training because they were not friendly whatsoever.
We haven’t got time for snootiness like we experienced and won’t be returning.  Go to the nearby Pandora Inn instead for fantastic food and a warm welcome.
Chips were also extremely greasy.","Punteggio 2,0 su 5","",""
Not for us,g1006175-d8497246, 13 aprile 2024,couples,"We were really looking forward to visiting this place having eaten there during the day.

Firstly we were 2 of only 6 diners in all night which meant a bit of an awkward ambience.

I had the cheese soufflé and chicken which I loved. My husband had the prawns which he thought were served in a fiddly dish which made them difficult to eat and the addition of the rock hard noodles on top was just silly. They were tasteless and impossible to eat! He was also disappointed that his steak didn’t come with any sauce - one of the other diners had the same complaint.

I’m not sure that this place is going to work in Warkworth - it’s just too expensive which is a shame. 2 starters, 2 mains, 2 G&Ts and a bottle of water £118 inc tip!!","Punteggio 3,0 su 5","",""
Not great,g1005967-d3783536, 15 aprile 2024,family,"Second time for lunch here and was a bit disappointed this time.  I had the Sunday roast beef and while meat was OK (very well done but OK), the roasties tasted like they'd been sitting around for a while, the Yorkshire pudding was overcooked and the gravy was a bit tasteless. It all needed a lot of seasoning. The gluten-free crumble on the pear crumble was actually not very nice and the whole dish was tepid and a bit bland (lovely custard though). A shame.","Punteggio 3,0 su 5","",""
Not the same as it once was,g1006504-d1007560, 13 aprile 2024,couples,"Sadly after many visits here, the food was so poor and VERY expensive, we had flat iron steak and it was was just an odd looking piece of meat which was extremely tough","Punteggio 2,0 su 5","",""
One of my favourite cafes,g1005967-d12183920, 7 settembre 2023,friends,Really enjoy this cafe at the garden centre. It is light and airy and doesn’t feel too crowded. The staff are cheerful and friendly. I met friends for a drink today but like to come here for breakfast as a big treat!,"Punteggio 5,0 su 5","",""
One of our favourite pub restaurants,g1006576-d1006804, 22 aprile 2024,family,"Love this pub/ restaurant, we come up to Essex to take our elderly mum out for lunch every month and this is the 2nd time we have been here and can’t recommend more. The food, the staff and the drinking glasses 🤣 are fantastic. Both times we have eaten here have been really good! We will definitely return! We all loved our meals and all went for the specials
Board this time. First class chef and waitresses","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/ef/21/54/caption.jpg,""
Ottimo pasto,g1006504-d1043682,"",friends,"Abbiamo visitato un lunedì sera, siamo stati benissimo, il pasto era eccezionale. Peccato per i clienti accanto a noi che abbiamo deciso di lamentarmi di quasi tutto, persone come che dovrebbe restare a casa! Mi è difficile trovare qualcosa da ridire questo autentico ristorante italiano. Il personale era estremamente disponibile e cordiale.","Punteggio 5,0 su 5","",""
our annual Christmas meal,g1006504-d2320409, 10 dicembre 2019,none,"Bentleys is a beautiful Restaurant.The decor and setting is lovely. We went for a festive meal last night and have to say was quite disappointed to find it was a carvery  Although decorated for Christmas there was no atmosphere there at all.The experience of being waited on is something we were looking forward to and having  more of a choice of what to eat.I cannot actually put my finger on on what was wrong, but nothing seemed quite right. There was a piano but no piano player which would have been nice while we ate.To be quite honest apart from the lovely surround we might as well have gone to a Toby carvery.","Punteggio 4,0 su 5","",""
Outstanding food. Great service.,g1006504-d2178057, 13 gennaio 2024,friends,"Looked after a large group of us after a family event. 
Made sure the kids were looked after first while we chatted with poppadoms. 

Food was outstanding. Really tasty. 

Also - looked after my vegetarian wife well - cooked a great off menu curry","Punteggio 5,0 su 5","",""
overpriced drinks and poor salad,g1006504-d1007560, 21 aprile 2024,none,"Waitress  was excellent - gold star!
Drinks extortionate -£3.25 for 1/2pint ipa, £6.45 glass of wine -in unmarked glass, no way of telling quantity.  food prices high for pub food
Chilli good, chicken/bacon salad poor - tasteless chicken buried in hard thick coating;
ice cream portions small- not full scoops","Punteggio 3,0 su 5","",""
Owner Has Such Ridiculous Rules !!! But  Waitresses Lovely,g1006175-d2354647, 25 ottobre 2023,family,I called for an early lunch with my Mother we got two coffees and shared the crab sandwich with crisps which we saw advertised on the way past then I payed the bill. I decided to go back to buy 2 takeout soups and 2 portions key lime cheesecake we were given the cakes and the staff told us that the owner doesn’t let customers wait inside for takeouts and we’re  apologetic and obviously embarrassed by having to enforce this !!! I had spent £29 in this cafe and we had to go and wait in the rain for the soup to be heated if I hadn’t already paid for the takeout order I would have just not bothered! I will never go back and also warn everyone I know never to go there . Soup was awful too scrimped on the Stilton 😞,"Punteggio 1,0 su 5","",""
"Pasto per 4 persone, 2 adulti e 2 bambini.",g1006504-d1372741,"",family,"Il cibo era ottimo pasto e colazione. Ottima scelta a colazione e la colazione Inglese completa principale su ordinazione, i bambini mangiano gratis.","Punteggio 5,0 su 5","",""
Perfect lunch,g1006504-d3201313, 15 marzo 2024,solo,"I went alone for a quick lunch (£9) and it was very nice, big portion and tasty. It was quick and nice, all the sandwiches come with chips or fries, you won’t get disappointed. Sara was helpful and friendly","Punteggio 5,0 su 5","",""
"Perfect place, perfect food.",g1005967-d13447953, 9 dicembre 2023,couples,"I had come across the tea room online and it looked perfect for a lunch stop off. We were not disappointed when we were greeted with a warm, genuine smile and welcomed in. We were taken to a pretty little table right by the decorated fireplace and wood burning stove. We couldn’t have chosen a better spot if we tried. My wife and I both had a panini. Mine a cheese and ham and my wife’s a bacon, Brie and cranberry. They were gorgeous! A proper thick and milky hot chocolate and a pot of tea and we were on our way but we will return! It’s an hour and a half away from where we live but I’m already thinking that’s doable for a nice lunch out one day… :) Every one of the staff members were polite and friendly. You literally couldn’t fault anything. The owner was lovely and explained that she and her partner had taken over the running of the place this year. Well you’re doing an amazing job both of you, as well as the rest of the team obviously. It was an absolute delight and really set the tone for a lovely weekend away. Thank you! :)","Punteggio 5,0 su 5","",""
Perfume au de cooked breakfast,g1005967-d13447953, 18 dicembre 2023,business,"Its an old fashioned experience of a set menu, moving floors and you smell of breakfast all day long! We wouldn't go back, not very welcoming or a particularly nice atmosphere.","Punteggio 2,0 su 5","",""
Phenomenal staff service,g1005967-d10241689, 12 aprile 2024,family,"A nice cafe in the centre of ditchling provided a good selection of cakes and hot drinks. There was also a good breakfast menu and light lunch offerings. However we were particularly impressed by the kindness of the staff who went above and beyond to look after our dog and also helped us out with recommendations .
Thank you very much and we would thoroughly recommend this place to others!","Punteggio 4,0 su 5","",""
