Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
IMPECCABILE,g1007735-d8374873,20 agosto 2020,family,"È difficile che metta 5 🔘 ma veramente non riesco a trovare alcun difetto.

LOCATION bellissima con tanto verde e olivi all'esterno, piscina pulitissima, divanetti all'esterno immacolati. Si può mangiare sia dentro (elegante e spazioso) che fuori al coperto.

CIBO Antipasto buonissimo, vario e con prodotti di qualità. Gnocchetti con fiori di zucca (varie consistenze e cotture) e olive da bis (che ho fatto), carne appena un po' sciapa (il sale si può aggiungere al tavolo) ma tenerissima.

SERVIZIO: Eccellente. Personale professionale, attento ma non invadente, disponibile a rispondere alle esigenze dei clienti. Attenzione maniacale (e affatto scontata) alla normativa anti-Covid, sia per distanziamento che per numero di ospiti consentito, che per pulizia dentro e fuori

PREZZO: decisamente buono il rapporto qualità-prezzo: pranzo di ferragosto con menù fisso, €40,00/testa vini (di qualità) dolce e frutta compresi. È possibile, su prenotazione, anche solo accesso alla piscina per €12,00 adulti e €6,00 i bambini (credo gratis sotto i 3 ma non sono certa). Sembra molto ma poi i prezzi extra all'interno sono bassi (es. €1,00 per un bel pezzo di pizza)

Complimenti 
Decisamente consigliato","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1b/d1/3b/74/img-20200815-170405-largejpg.jpg,""
Imperdibile a Castelmezzano,g1005972-d10746837,24 agosto 2023,friends,"Non potete andare via da Castelmezzano senza una sosta da Peperusko per godere infinitamente del sapore del loro pecorino con miele… le loro birre sono eccezionali.. degustare l’aperitivo affacciati alle finestre di questo locale è un’esperienza unica!!
Fatevi coccolare da un amaro locale e che si può bere solo da loro che nasconde una ricetta antichissima è unica nel genere…
Paolo e Michele sono cordiali, simpatici e  premurosi..
Complimenti!!!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/25/2d/f7/caption.jpg,""
In balcone sul mare😍,g1007324-d2264584,12 agosto 2023,couples,"Trattoria tipica… chiaramente a gestione familiare… pesce fritto non congelato e pennette con pesce spada e melanzane golose.
I gestori carinissimi ci hanno ospitato in un tavolo per due in un balconcino con vista mare! Da questo si capisce la buona volontà di ricevere clienti anche quando si ha la terrazza principale piena.
Stupendo come pranzare a casa da amici ma con tutte le cure di un buon ristorante! Apprezzata anche la gentilezza nel darci una ciotola d’acqua per la nostra cagnolina. Lo consiglio!!!","Punteggio 5,0 su 5","",""
In buona cena,g1007733-d2325587,18 agosto 2023,couples,"Una buona cena, la cameriera che ci ha spiegato i piatti è stata molto gentile. Piatti buoni e ben preparati. 
Prezzo nella media","Punteggio 4,0 su 5","",""
In calo,g1015351-d1900681,9 luglio 2023,family,"Alla prima visita, alcuni anni fa, assegnai 5 pallini.
Un paio di anni fa, 4.
A questo giro devo assegnarne 3.
Purtroppo negli anni trovo una qualità in calo, prezzi in aumento (ma questo purtroppo è normale) e anche le quantità in trend negativo.
La delusione principale è stato il cous cous di pesce che mi aveva colpito positivamente nella prima visita. Purtroppo il piatto era slegato; il pesce (che poteva essere piu' abbondante in considerazione del prezzo) non dava sapore al cous cous, che risultava assolutamente neutro.
Deludente anche il fritto di calamari, un po' gommosi.
Molto buona invece l'insalata di mare. Ottimo anche il vermentino della casa. Complessivamente rimango deluso.
Non credo ci ritornerò, il rapporto qualità prezzo non risulta a mio avviso più all'altezza rispetto ad altri locali dell'isola di S.Antioco.","Punteggio 3,0 su 5","",""
In due a cena,g1015351-d1900681,23 settembre 2022,couples,"Quando sono a Calasetta Pasqualino è una tappi fissa.
Ambiente tranquillo e buona cucina motivano la mia scelta.
Quest anno ci siamo tornati 4 volte
.cosi abbiamo "" essurito"" tutto il menu.
Nota particolare al cous cous di pesce e al pescato del giorno orata o branzino ai ferri.Io evito le pezzature piccole perché può essere pesce di allevamento.
Prendete pure il vino della casa e vermentino della cantina sociale
Prezzi corretti","Punteggio 5,0 su 5","",""
In piazza e vista faraglioni,g1007324-d6616734,3 novembre 2023,couples,"Ottima location nella piazza principale con vetrata con vista sui faraglioni. Cibo buono ma non trascendentale, involtini di pesce spada per me e trancio di pescato per mia moglie, entrambi gustosi. Buona cosa le bottiglie di vino da mezzo litro. Cameriera simpatica e professionale.","Punteggio 3,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/bd/4d/ec/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/bd/4d/ed/caption.jpg
In zona c'è di meglio,g1007324-d2697772,21 maggio 2024,couples,"Location appena fuori dalla zona più bella di Aci Trezza. Si mangia nella media, servizio non dei migliori ma la parte che io non accetto e la mancanza di cura del bagno, sporco e senza asciugamani.","Punteggio 3,0 su 5","",""
Inaspettato e di elevato livello,g1015997-d1911330,8 marzo 2024,couples,"Nel centro di Capalbio, veniamo subito accolti dal personale con un sorriso che ci accompagna al tavolo facendoci scegliere quello più gradito. Il locale è molto curato e non si avvertono odori di cucina. 
Chiari ed ordinati i menù delle proposte e dei vini. Una esauriente spiegazione sulle pietanze e inizia lo spettacolo... 
I piatti esprimono già dagli antipasti il lavoro fatto con cura e maestria con particolare attenzione addirittura all'impatto cromatico del piatto stesso. Le foto parlano da sole.  Un particolare riguardo per i Panciotti ripieni di capesante e gamberi in salsa all'arancia e pepe rosa ... Superlativi. 
Sicuramente un luogo che avrò il piacere di raggiungere nuovamente.","Punteggio 4,0 su 5","",""
Incantevole,g1005933-d12321282,8 settembre 2019,friends,"Siamo stati indirizzati in questo locale da amici e che dire,un posto veramente incantevole.Ben curato e definito,immerso nella natura,dove l'armonia del verde e la delicata musica ti fanno sentire di essere in un angolo di paradiso.Cibo ottimo,pesce freschissimo,portate abbondanti e varie.Personale veramente all'altezza con servizio eccellente,molto attenti ai dettagli e disponibili a cullare il cliente.E per tutto quel che abbiamo mangiato,ci aspettavamo di pagare molto di più.Consiglio vivamente se si vuole cenare in tranquillità e immerso nella natura,ottima qualità,ottimi prezzi.Torneremo presto!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/19/2b/5e/cf/img-20190907-192904-largejpg.jpg,https://media-cdn.tripadvisor.com/media/photo-l/19/2b/5e/ce/img-20190907-203055-largejpg.jpg
Incontro,g1006192-d10355580,18 settembre 2020,friends,Un sabato di settembre favoloso sia per il tempo che la posizione del locale di fronte al porto... A parte le buonissimi pizze e il personale sempre presente un mio amico a preso una frittura di pesce che dal profumo si notava che era freschissimo.... Poi vorrei puntualizzare che unico locale a Scoglitti che offre musica gratis.. Da consigliare,"Punteggio 5,0 su 5","",""
Incredibile!,g1006191-d2251328,3 agosto 2022,solo,"Menu degustazione di pesce, tutto buonissimo a partire dagli antipasti, 5 assaggi uno più buono dell'altro, il primo del giorno con pesce spada a melanzane era molto gustoso, poi il secondo, filetto in crosta di pistacchi e il dolce... il rapporto qualità prezzo e' incalcolabile, sono stato fortunato a trovarlo aperto perché mi hanno detto che la settimana successiva avrebbero chiuso per ferie. Poi mi hanno messo sul terrazzino con vista sul teatro, che  e' stato un plus. Promosso su tutta la linea, ci tornerò sicuramente.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-f/25/15/32/b2/acqua-e-vino.jpg,https://media-cdn.tripadvisor.com/media/photo-f/25/15/32/95/acqua-e-vino.jpg
Incredibile!,g1009327-d7235877,13 luglio 2023,friends,"Consigliato da persone che lo frequentano, si è rivelato una vera sorpresa!
Abbiamo mangiato carne e bisogna dire che tutto era gustoso e abbondante. 
Lo staff gentilissimo e solerte.
La vera sorpresa è stata il conto: Abbiamo pagato meno di quanto spendiamo dalle nostre parti per una pizza e una birra.
E assicuro che la grigliata mista di carne è stata davvero di qualità. 
Andateci!","Punteggio 4,0 su 5","",""
Indecente,g1007324-d3317855,25 agosto 2023,friends,Sono rimasta allibita quando ho visto una persona dello staff buttare bicchieri usati/tovaglioli sugli scogli. Da dire che ci sono ben 4 secchi della spazzatura per fare la differenziata situati al fianco del chiosco. Nel 2023 non è più perdonabile vedere certi gesti.,"Punteggio 1,0 su 5","",""
INECCEPIBBILE,g1009327-d4287888,16 maggio 2024,family,"Bellissimo locale me lo ha consigliato mio nipote Gino.
Ho chiesto al proprietario Francesco di organizzare una cena per il mio compleanno, da subito ho avuto la sua massima disponibilità accogliendo tutte le mie non poche richieste.
Il personale gentilissimo in primis Matteo che si e preso cura della serata non ultimo lo chef persona brillante in poche parole ci hanno coccolati.
Abbiamo mangiato benissimo piatti squisiti e molto ben curati sicuramente per l' eccellente scelta di materie prime.
La scelta di (re matto) e stata comunque determinata dalla bellezza e l'eleganza del locale dalla pulizia e la cura che non ho potuto fare a meno di notare.
Molto molto soddisfatto lo consiglio a tutti anche a ciliaci e vegetariani.","Punteggio 5,0 su 5","",""
Inesistente interazione,g1007324-d3384771,13 aprile 2024,friends,Pessima anzi inesistente interazione da parte dei dipendenti. Abbiamo girato i tacchi e siamo andati via senza neanche avere la possibilità di chiedere un tavolo.,"Punteggio 1,0 su 5","",""
Ingannati dalle foto,g1007324-d10378080,10 febbraio 2024,couples,"Attratti dalle foto ci siamo fermati in questo locale all'apertura...il bancone era triste: qualche insalata di mare e caponata e una sola fettina di pesce spada con cipolle. Io decido di prendere una fritturina mista con alici senza sapore, gamberetti striminziti e calamari gommosi e asciutti. Mio marito uno soaghetto allo scoglio dimenticabile...si oaga anche un euro di coperto pur non essendoci servizio al tavolo e tovagliato e piatti di plastica.
Lo sconsiglio vivamente","Punteggio 2,0 su 5","",""
Insostituibile!,g1006191-d12347623,23 maggio 2017,friends,"Caffè buonissimo,colazione e rustici ottimi,tanta scelta e qualità anche per quanto riguarda gli alcolici..e soprattutto staff super!
Insomma non si può fare a meno del Bar Cavour 2.0!:D","Punteggio 5,0 su 5","",""
Interessante,g1006191-d9790641,29 settembre 2019,none,Locale molto interessante sopratutto per la cena e la possibilità di assaggiare cibo e sapori nostrani e a km0. Piatti abbondanti e personale cordiale,"Punteggio 4,0 su 5","",""
Inutile prenotare in questo posto...,g1006191-d9790641,18 gennaio 2020,friends,"Eravamo clienti di questo posto, conoscendo l'affluenza soprattutto di sabato abbiamo prenotato per le 21.30, siamo arrivati con 5 minuti di ritardo e  ci è stato chiesto dal titolare di tornare dopo mezz'ora poiché il nostro tavolo era stato impegnato. Torniamo dopo 25 minuti e veniamo presi in giro poiché il titolare ci accusa si essere arrivati 40 minuti in ritardo, dicendo che la nostra prenotazione era per le 21 ma fortunatamente avevamo la prenotazione su messenger per le 21.30 e abbiamo potuto provare di avere ragione. Nonostante questo ci è stato chiesto di aspettare ancora, pertanto siamo andati a mangiare dei panini squisiti nel ristorante di fronte!","Punteggio 1,0 su 5","",""
inVisita,g1009281-d1734657,7 agosto 2023,friends,Ottimo locale accogliente nella sua semplice eleganza ..personale Gentile ed efficiente.. atmosfera giusta e rapporto prezzo qualità buono .. 🥂,"Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/f9/6a/c3/caption.jpg,""
Involtini di pesce spada eccezionali,g1007324-d1774052,2 aprile 2024,family,"Sono stato a pranzo. Pesce freschissimo e cucinato alla perfezione. Servizio velocissimo e cordiale. Consiglio gli involtini di pesce spada: eccezionali, provare per credere. Buoni anche gli spaghetti con tonno e gamberetti e gli spaghetti al nero di seppia. Prezzi nella media per un ristorante che cuina pesce freschissimo. Consigliatissimo se vi trovate ad Acitrezza.","Punteggio 5,0 su 5","",""
Jacopo numero 1,g1010166-d6777457,10 luglio 2022,couples,"Sono tre anni che frequento Bonassola e vado spesso a Pranzo in gastronomia, vasta scelta di piatti, dal pesce alla carne, qualità buona,servizio ottimo, prezzo adeguato.","Punteggio 4,0 su 5","",""
L arte del buongusto,g1007734-d4564305,5 febbraio 2022,friends,"Era da tanto tempo che non provavo l esigenza di condividere una recensione, perché non si tratta solo di condividere il parere sul gusto di una pizza o sul conto in cassa...si condivide ben altro ....l arte del buongusto.  Credo che la parola buongusto possa contenere al suo interno quello che è stato ieri...appena aperto la porta si viene accolti dall' allure di una donna che sa di mamma, che nella sua eleganza e dolcezza ti dà il benvenuto e ti da l opportunità di entrare nel suo mondo, in quello che la figlia D'anzi intende per ristorazione, ti dà il benvenuto in casa sua. Definirlo un locale a conduzione famigliare forse potrebbe sminuire la professionalità che c è dietro ogni singolo componente, tanta passione, dedizione e... Professionalita'.
L' aspetto del piatto viene immortalato nelle foto...quello che racconta il suo gusto... purtroppo no..lo dovete assaggiare...
Grazie Vito D'Anzi","Punteggio 5,0 su 5","",""
L’unico ristorante a porto Torres dove io consiglierei di andare!!!!,g1007733-d12578830,31 luglio 2023,family,"Location bellissima a bordo piscina, immersa nel verde!! Lo staff gentilissimo che ti fa sentire la persona più importante al mondo!!! E nello stesso tempo ti fa sentire a casa!! Vogliamo parlare del mangiare? Sia pesce che carne…..fine del mondo!!! Non lo consiglio, ma di più, se volete mangiare bene e sentirvi nel paradiso tramite le papille gustative, visuale e olfattive andate a questo ristorante!!! Grazie Massimo e tutto il tuo staff!!!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/ea/70/b2/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/29/ea/70/b1/caption.jpg
"La carne,  la brace e la tranquillità",g1005935-d3645781,18 marzo 2024,friends,Molto Bello il Posto.. Molto buona la carne. La vetrina è un invito a scegliere la Qualità tra le carni italiane e non.. Servizio attento. Bene. Bravi.,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/a9/35/3a/caption.jpg,""
La colazione,g1006191-d12347623,18 marzo 2018,family,"La più buona colazione è un bel sorriso regalato di prima mattina. Se ci aggiungi una bella dose di entusiasmo e di energia la ricetta del buon umore è perfetta!
(Franxy Sant)
..da voi oltre il sorriso contagioso, l'entusiasmo, l'energia giusta per iniziare la giornata troviamo sempre originali e ottimi modi per fare colazione! A domani.. 😊","Punteggio 5,0 su 5","",""
La luce brilla sempre… 🍀,g1007734-d3470977,2 maggio 2023,business,"La  Sala Ricevimenti “ Imperatore di Puglia” è una garanzia a tutti gli effetti, unica in ospitalità, cucina differente nella ricerca di materie prime uniche e non banali. La vera realtà sta nell’ affidarvi di mai esperte da più di 30 anni sul settore ristorativo…
In dettaglio: La location offre soluzioni per festeggiare il ricevimento di giorno, avvolto dall’esplosione di colori naturali quali il verde, l’azzurro, lo splendore del bianco e degli spazi finemente addobbati. 
La magia e la suggestione che avete sempre sognato sapranno realizzarsi qualora scegliate il ricevimento serale. Ma soprattutto potete festeggiare qualsiasi evento.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/28/fd/34/0f/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/28/fd/34/0e/caption.jpg
La Maleduazione e' servita,g1015997-d1566284,1 settembre 2023,couples,"Si mangia decentemente peccato però che il proprietario e' supponente e poco educato. Ovvio che questo e' il mio parere e basta. 
Ad un certo punto il proprietario ha criticato la scelta effettuata da un cliente cosa che non si dovrebbe fare, e sopratutto se proprio la vuoi fare non ti fare ascoltare dai clienti. Poi la scelta criticata riguardava il menu del ristorante che hanno scritto loro. Mah!
Sarebbe inoltre opportuno a inizio servizio controllare il sapone nel bagno così magari non manca.
Ve lo scrivo in altro modo noi non ci siamo tornati proprio a causa di queste caratteristiche diciamo minori. Se c'e' poco rispetto per i clienti quando questi possono ascoltare cosa accade quando non possono ascoltare?
Peccato un pò di professionalità e rispetto anche per il proprio lavoro non farebbe male. Ma non credo che capirà.
Prezzi in linea con il mercato.","Punteggio 2,0 su 5","",""
La Meraviglia dell'Arrosto di Carne,g1007734-d8434952,28 agosto 2019,friends,"E una braceria elegante, su 2 piani con ascensore. Ordini i pezzi di carne direttamente dal bancone di macelleria posto all'ingresso, dopodiché ti fanno accomodare ai piani superiori dove si mangia, noi abbiamo scelto l'ultimo che è un'ampia veranda coperta. Abbiamo iniziato con animelle, ottime, e fegatini. Poi il piatto forte, una maxi bistecca con osso e sale grosso di scottona (tipo fiorentina) frollata 30 giirni, servita sfrigolante su un grosso piatto di portata credo di pietra lavica messo al centro del tavolo, servita aperta a fette, così da poterci servire tutti e vedere la cottura perfetta, leggermente al sangue per non perdere la morbidezza e il succo e il sapore della carne. Fantastica! Ci hanno pure dato delle tovagliette da tenere al collo per non rischiare di essere sporcarti da qualche schizzo di grasso che sfrigolava dalla carne calda, non si è sporcato nessuno, nemmeno la tovaglietta. Poi abbiamo preso salsiccia di vitello con basilico, buona e tenera, e infine involtini di maiale con limone, buoni. Non poteva mancare il superlativo pane pugliese cotto nel forno a legna, inimitabile. Da bere abbiamo scelto birra non filtrata, ma hanno anche il vino, ovviamente rosso. Siamo stati benissimo,inebriati dai profumi degli arrosti e dai sapori unici. Servizio cortese e rapido. Abbiamo speso € 80 in 4, il Sud non ti spenna. Amari e limoncello offerto da loro.","Punteggio 5,0 su 5","",""
La miglior pizza senza glutine e tradizionale,g1005935-d10216089,23 ottobre 2019,family,"Premetto che non è affatto facile riuscire a trovare una pizzeria che fornisca un prodotto sia tradizionale che senza glutine di qualità . Di solito Infatti mi risulta difficilissimo riuscire a mangiare la pizza con la mia famiglia proprio perché purtroppo io non posso mangiare prodotti contenenti glutine. Mi hanno consigliato questa pizzeria e dopo averla provata dire che ne sono rimasta stupefatta e felicissima è veramente poco!!! La pizza è eccezionale, L'impasto è morbido e friabile il sapore è buonissimo!!! per chiunque avesse problemi di intolleranza al glutine o celiachia  non posso fare altro che consigliare la pizza di altrocheimpasto. Sia nella variante tradizionale che in quella senza glutine c'è una grandissima scelta, i miei figli l'hanno adorata!!! addirittura mia figlia che è un amante della pizza margherita tradizionale (essendo noi di origine  meridionale) mi ha detto che questa è la seconda pizza più buona che ha mangiato in vita sua, la prima ovviamente viene dalle parti di casa nostra. lo consiglio sicuramente per la precisione nella consegna la gentilezza di tutto il personale e soprattutto per la qualità dei prodotti che sono assolutamente freschissimi e ci hanno garantito essere a km 0. Una nota importante, i reparti per l'impasto del senza glutine sono sterili e ben lontani dalla possibilità di essere contaminati. 
Detto ciò credo che ormai non avremo più dubbi su dove poter ordinare per mangiare una pizza tutti insieme","Punteggio 5,0 su 5","",""
La migliore cena a Lanciano,g1015453-d2077014,23 ottobre 2022,couples,"Menù vasto e solo prodotti di alta qualità, personale preparato, cordiale e disponibile. 
Impossibile non consigliare il ristorante Ribot, per pranzi e cene di ogni genere, che siano in famiglia, per lavoro o anche in coppia.
Il locale è fornito di un invidiabile cantina e la sala è molto accogliente.","Punteggio 5,0 su 5","",""
La nostra pizzeria di fiducia.,g1015453-d3645961,1 maggio 2024,family,"È diventata la nostra pizzeria di fiducia, le pizze sono eccezionali e ad alta digeribilità, con l'impasto ai cereali è buonissima e gustosa. Il personale è cordiale e gentile. E il locale curato e accogliente. Tra l'altro servizio rapido anche di sabato sera. Insomma consigliatissimo, ci torneremo presto.","Punteggio 5,0 su 5","",""
La paura,g1007733-d12578830,4 settembre 2023,friends,Siamo stati qui per un matrimonio la disorganizzazione la fa da padrona . Cibo pessimo pesce stra congelato e stra secco tutti i commensali si lamentavano e gli sposi erano mortificati,"Punteggio 1,0 su 5","",""
La perla di Bonassola!!,g1010166-d4594143,17 agosto 2023,friends,"Abbiamo prenotato in questo ristorante sotto consiglio del nostro vicino di ombrellone. 
Una proposta moderna e ottimi primi con materie prime freschissime. Il tutto sulla migliore terrazza di Bonassola.
Non andate via senza aver conosciuto Gigi e Rosario: il valore aggiunto al locale!","Punteggio 5,0 su 5","",""
La più buona zuppa di cozze degli ultimi anni!,g1007324-d12820512,5 settembre 2023,friends,"Terrazzina di fronte i Faraglioni e l'Isola Lachea... peccato solo per le macchine purtroppo parcheggiate davanti questo meraviglioso panorama, ma i proprietari del locale non credo possano farci nulla! Abbiamo mangiato delle ottime polpette di bianchetto, belle buone sarde a beccafico e una buonissima pepata di cozze ed una squisita zuppa di cozze con ciliegino!
Torneremo per gustare le pizze, sperando di dare lo stesso ottimo giudizio!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/41/44/5c/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/41/44/7c/caption.jpg
La pizza !,g1015351-d13976411,12 maggio 2024,couples,La pizza! Esperienza senza eguali. Abbiamo provato la sale d’oro e la l’acqua forte uno spettacolo. Assolutamente consigliato!,"Punteggio 5,0 su 5","",""
La pizza migliore di Lanciano,g1015453-d8713733,14 marzo 2020,friends,"Ceno spesso qui!! Primi, secondi e pizze eccellenti!! Per non parlare dei dolci... In più ti fanno sentire sempre la benvenuta, che non è un punto da sottovalutare al giorno d'oggi! Qualità/prezzo ottima. Locale consigliatissimo","Punteggio 5,0 su 5","",""
La qualità,g1005933-d12321282,29 febbraio 2020,friends,"Domenica con un gruppo di amici abbiamo optato per un pranzo in questo ristorante. Abbiamo scelto il menù del giorno composto da più portate che vedete in foto. Le mie conclusioni alla fine del pranzo?: Bella location immersa nel verde, cortesia del personale, presentazione delle portate, qualità del cibo, ottimo rapporto qualità prezzi.  Cosa chiedere di più.  Complimenti continuate così.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1b/0a/1a/71/20200223-143359-largejpg.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1b/0a/1a/70/20200223-135851-largejpg.jpg
La Sardegna nella tradizione culinaria.,g1007733-d2277403,27 aprile 2024,family,"Immerso nel verde, il ristorante Li Lioni offre alla clientela un segmento che non trovi nei ristoranti tradizionali, neppure in quelli che vantano ""cucina sarda"".
Le sue specialità, che affondano le radici nella cultura agropastorale tipicamente sarda, le trovi solo in questo locale, a conduzione familiare, che propone i piatti tipici di una volta, primo fra tutti il pane frattau in tutte le sue varianti.","Punteggio 5,0 su 5","",""
La Sicilia in un piatto,g1006191-d9790641,11 ottobre 2019,couples,La Sicilia in un piatto buonissimo perfetto anche per i vegani e vegetariani.. ritornerò di sicurissimo,"Punteggio 5,0 su 5","",""
La trattoria dei tempi belli,g1005972-d8363918,23 agosto 2023,couples,"È stato come ritornare ai tempi di una volta...cibo genuino, cucinato bene e giuste porzioni...siamo arrivati assetati e abbiamo consumato ben cinque bottiglie di acqua, che loro spillano dalla loro macchina dell'acqua...ebbene...a differenza di altri che ne avrebbero approfittato, tutta questa acqua ci è costata appena 1.50€. Personale cortese e disponibile...tutto perfetto...andateci...ne vale la pena!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/23/16/16/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/23/16/15/caption.jpg
La vera cucina,g1007324-d2697772,9 settembre 2023,couples,"Partiamo dall'ottima accoglienza, personale eccellente. Cena semplice e strepitosa. Abbiano mangiato un'insalata di mare fatta al.momemto eccezionale e a seguire due primo. Caserecci alla norma e al ragù di pesce spada. Veramente ottimo..","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/4a/32/83/caption.jpg,""
La vera gastronomia siciliana,g1006191-d9790641,5 febbraio 2020,family,"Disponibili, cortesi e con cibo di qualità. Il locale si trova nel bel mezzo della movida locale. Sono solito andare a cenare qui per la qualità dei prodotti usati. Consigliatissimo l'apericena: abbondante e variegato. Il personale efficiente e l'arredamento semplice ma innovativo danno un senso di relax e quiete invidiabile. Consigliatissimo anche per pietanze da portare via. È tangibile la freschezza dei prodotti usati e dei piatti proposti.","Punteggio 5,0 su 5","",""
La vista per ingannare l'attesa,g1010166-d4594143,3 aprile 2024,friends,"L'osteria Antica Guetta é un ristorante di Bonassola con una posizione invidiabile e degli ambienti accoglienti.
Il menù non ha una grandissima scelta, che immaginiamo rappresenti la cura per i dettagli e i prodotti ben lavorati, questo però rappresenta un handicap per chi ha problemi legati a scelte limitate nella propria dieta.

TASTO DOLENTE il servizio. Alla richiesta ""appunto"" di non avere patate e olive sul pesce...e quindi un'alternativa, in modo piuttosto stizzito mi é stato detto che: ""questa é la verdura!!""...soprassiedo e mi accontento di un'insalata. 
Veniamo servite in due su quattro e dopo oltre 20min. chiediamo cosa stia succedendo...Risposta: ""il tablet non ha registrato la comanda!"" ... in questi 20min i camerieri sono passati in sala diverse volte: ""non ci accorgiamo???"". Noi non abbiamo chiesto fiduciosi che la lavorazione del piatto stesse richiedendo molta cura!!!. Quello che rimproveriamo é che la sala era praticante vuota, si trattava di stare solo più attenti, invece di trovare mille scuse!

Rapporto qualità prezzo...un pò troppo elevato...si paga la vista mare!!!","Punteggio 2,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/c7/cd/ac/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/c7/ce/d0/caption.jpg
La. Pizzaaaaa,g1015371-d2195851,19 agosto 2023,couples,"Cari celiaci in viaggio e non, solo voi potete capire cosa vuol dire mangiare la pizza con il cornicione croccante!!!
Detto questo...detto tutto!  Accompagnata anche da una buona scelta di birre artigianali e non commerciali! Consigliatissimo!","Punteggio 5,0 su 5","",""
Le interiora di alici,g1007324-d2264584,24 giugno 2023,friends,"Ci siamo seduti e immediatamente alzati dopo l’antipasto. Oggigiorno, qualsiasi locale, non serve l’acqua nelle bottiglie di plastica. Al Nespolo, si! Vedere, poi, in una azzardata marinata di alici, le interiora del pesce, beh, è stata la goccia che ha fatto traboccare il vaso. Assolutamente da evitare.","Punteggio 1,0 su 5","",""
Le molestie son servite!,g1015346-d2409774,21 agosto 2021,couples,Sio : nessuno ha chiesto il Greenpass. .. ok... salvo le molestie dei  camerieri Facci VEDERE SE CE L HAI OPPURE NO( le mutande).  Senza parole . Disgutoso. E titolari che non hanno sbattuto fuori  questi porci ( perché erano in 2). Un bel matrimonio rovinato dai maiali che andrebbero licenziati in tronco e i titolari.  Sconsiglio assolutamente.,"Punteggio 1,0 su 5","",""
Le nuove regole DELL'APERITIVO......,g1007733-d1869627,7 settembre 2023,family,"Siamo stati a fare l'aperitivo in questo bar sulla spiaggia nel pomeriggio intorno le 17:20, e dopo aver ordinato 2 Spritz e 2 gelati per i nostri 2 bimbi, abbiamo chiesto di poter avere 2 patatine o 2 noccioline come fanno il 99% di bar, e alla richiesta, il barista, mi dice che gli aperitivi si fanno dalle 18:30 in poi dando ai clienti dei piattini misti di formaggi e salumi, allorché ho chiesto 1 pacchetto di patatine, dicendo pure che avrei pagato quello che doveva avere, ma lui mi dice che non poteva servirmi alcuna stuzzicheria (già pronte nella frigovetrina).
Al pagamento però del conto la sorpresa è stata di aver pagato 2 Spritz 7€ l'uno e addirittura anche 2 pacchetti di patatine dal costo 1 di 1€ e l'altra di 1,5€, per far capire oltretutto che il listino prezzi oltre a non esserci esposto da nessuna parte, anche i dipendenti non lo conoscono affatto(a buon intenditore poche parole).
Il barista si è poi scusato dei 1,5€ in più ed io ho fatto le mie rimostranze per il costo di ben 14€ di 2 spritz senza neppur aver avuto 1€ di sconto almeno delle patatine. Pessimo e al limite di denuncia per mancanza di listino prezzi esposto....","Punteggio 1,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/46/bf/1e/caption.jpg,""
le pappardelle migliori,g1015997-d1798779,14 settembre 2023,family,"Io e mia sorella abbiamo cenato qui come tutti gli anni. Pappardelle al cinghiale di ottima qualità e super abbondanti, braciola di maiale strepitosa e dolci fatti in casa.
Insomma, sulla cucina non si può dire nulla. Tuttavia, il servizio potrebbe essere decisamente migliore:capisco lo stress del lavorare in un luogo turistico, però non è possibile che TUTTE le volte che vengo a mangiare qua, io e gli altri commensali ci sentiamo a disagio nel chiedere qualsiasi cosa ai camerieri, che loro ti guardano e ti rispondono come se ti facessero un enorme favore. Questo è il motivo per cui purtroppo non do 5 stelle, ma confido nel miglioramento del servizio","Punteggio 4,0 su 5","",""
