Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Estafado,g1009760-d4593882,"",family,"Una tristeza muy profunda el haber comido aquí, sinceramente no sé si esto se lea, pero espero que no le pase a otra persona el sentirse tan estafado como me he sentido hoy. Pidiendo una paella para 3 y no dar ni para dos, viendo mesas de alrededor pidiendo lo mismo y sobrando y llevandolos en taper para casa,pues mi caso fue que además de estar malísima pues era tan escasa que lo que sirvieron en mi plato eran dos cucharadas, algo insignificante,pensé en ni comer, probé y me arrepentí de su sabor. Siento muchísimo el haber vendió con mi familia, más antes d ello pedí unas tostas de anguila más un pan tomate, pues me arrepentí de mi elección, hablé con encargado y me dijo una mentira que era lo normal, dos cucharadas por cliente, cosa que era mentira visto lo que veía a mi alrededor. Nfin, aconsejo no venir a este local. Por favor hacer caso de un gallego de buen comer, lamentable. Caro insignificante y malo, lo peor de mi visita por esta zona y con ganas de no repetír.","Punteggio 1,0 su 5","",""
Excelente,g1006046-d4090798,"",couples,"Un restaurante precioso y acogedor. El personal encantador y muy atento. Y la comida excelente.
Escogimos el menú degustación. 51.50€. Nos propusieron hacer algún cambio si alguna cosa no nos gustaba y lo hicimos sin ningún problema.  Nos aconsejaron muy bien con el vino, que no entra en el menú. 
Volveremos seguro.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/27/13/4b/caption.jpg,""
Excelente,g1009760-d4593882,"",couples,"Restaurante muy recomendable con una extensa carta con especialidad en arroces. Excelente relación calidad/precio y con un trato muy bueno y rápido.
Si a la buena comida se le suma el poder acceder a la piscina y hamacas gratuitamente la combinación es perfecta.
Totalmente recomendable y seguro volveremos","Punteggio 5,0 su 5","",""
Excelente,g1009772-d3183853,"",none,"Antes que nada, si no tenéis reserva no podréis comer, sus platos nos recuerdas la cocina de la madre o de la abuela, productos de proximidad y de muy buena calidad, platos muy amplios, local agradable y el personal inmejorable, el precio muy correcto lo recomiendo.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/25/2b/0d/2f/factura-4-personas.jpg,""
Excelente,g1009772-d4905483,"",family,"La comida està muy buena y el trato es excelente, hemos ido varias veces  en grupo o en familia y siempre muy bien, seguiremos repitiendo","Punteggio 5,0 su 5","",""
Excelente comida casera,g1009772-d3183853,"",family,Fuimos el pasado noviembre para una comida familiar con niños. Personal diligente y de trato cercano. Muy buena comida casera. Repetiremos,"Punteggio 4,0 su 5","",""
Excelente comida y lugar encantador,g1009775-d4557879,"",friends,"Muy buen lugar con vistas al mar, la comida fue exquisita,  me gustó todo lo que comimos, el servicio muy correcto, la verdad es que tiene mucho encanto la casa, sin dudar alguna volveremos.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/b9/71/86/caption.jpg,""
Excelente pizzeria,g1009760-d5971828,"",family,"Buena pizzeria, excelente relacion calidad/precio. Buen servicio, hay que probar la pizza novari y la corsa. Volvere","Punteggio 5,0 su 5","",""
Excelente Restaurante,g1009760-d5614563,"",family,Excelente lugar. Muy buena comida y servicio estupendo. Los arroces exquisitos y el postre indescriptible,"Punteggio 4,0 su 5","",""
Excelente restaurante Con Servicio Rapido  Platós elaborados y de gran Calidad Carta de postres muy completa y feliciosa,g1009772-d10225684,"",family,Excelente restaurante  Servicio Rapido  Platós elaborados  y de gran Calidad Carta de postres muy completa y deliciosa,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1c/15/fb/e5/labarbacana.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1c/15/fb/e6/labarbacana.jpg
Excelente TODO,g1009772-d3183853,"",friends,Excelente tanto la comida como el servicio. Tuvimos que esperar una mesa porque estaba a tope pero valió la pena. En dos años que vivo en Catalunya es la primera vez q eligiendo menú como tan bien!!! Felicitaciones.  Súper recomendado,"Punteggio 5,0 su 5","",""
Excellent food paired with great local wines,g1006046-d4090798,"",none,"The foie gras is heavenly. Also the host is great at recommending the right wines. Make sure to try the regional red wines, they are outstanding.","Punteggio 5,0 su 5","",""
Excepcional,g1009772-d3183853,"",couples,"Local correcto,  funcional, comodo, limpio, amplio.
Servicio superamable. 
Material de primerisima calidad y de proximidad. todo muy bien presentado, y desde luego riquisimo.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/26/9d/27/28/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/26/9d/27/27/caption.jpg
Excepcional !!  Quedan pocos restaurantes con esta relacion Calidad-precio y Servicio excelente.Puntuación un 10 …,g1009772-d3183853,"",friends,"Lugar excepcional ..
Servicio inmejorable!!
Primer plató exquisito y los segundos Carne de Cordero a la brasa excepcional y perdiz a la vinagreta exquisita!!
Sin dudarlo lo recomiendo para todas Las Personas que no conocen este famoso restaurante !!’","Punteggio 5,0 su 5","",""
Excepcional materia prima y servicio,g1009772-d3183853,"",friends,"Imprescindible reservar. Parece mentira que en este paraje perdido cerca de nada y lejos de la gran capital, se pueda encontrar un local así: la materia prima, tanto en carnes como pescados y sus entrantes, es espectacular. Seguramente falla solo en la bodega (vino de mesa en porrón con gaseosa). Cuenta 60 EUR por persona contando postres caseros y un servicio excepcional que explica todo con detalle. Extraordinario.","Punteggio 5,0 su 5","",""
Experiencia en pareja,g1009760-d4593882,"",couples,"Para ir ha comer en grupo seguramente valga la pena, pero nosotros fuimos en pareja y calidad precio no compensa 🫠 todo muy normalito excepto el magret con manzana y foie.","Punteggio 3,0 su 5","",""
Experiencia gastronómica de 10,g1007873-d2235372,"",friends,Pedimos unos platos para ir picando y un arroz de cangrejo azul. Todo fenomenal y el arroz de los mejores de mi vida. Queda anotado para volver!!,"Punteggio 5,0 su 5","",""
"Extraordinary, 74 years old, traditional catalan restaurant. For true experience seekers. Outstanding Cooking.",g1009772-d3183853,"",couples,"That’s an extraordinary restaurant, 74 years old. They offer high quality ‘catalan food’. It’s Managed by the ‘germanes Camps’, Two sisters which are an Institution by themselves. You need to see them in action !. Cooking is really excellent. It deserves a journey. It,s like a Travel in time. When you are seated they serve you on the table two ‘porrons’, one with red wine an another one with white wine, all of them conviniently fresh. They offer a wide list of possibilities. For the first dishes we followed their recomendations of the seasonal food: ‘escarxofes’ and also ‘pèsols’. Both of them extraordinary, in both quality and Cooking. We were tempted to order their famous ‘escudella i carn d’olla’, even of it is típically used at winter time, among many others. Next time. As a second dish their ‘perdiu a la vinagreta’ is outstanding. For dessert their ‘castanyes confitades amb nata’ are a full experience. As it was Easter time they were offering as well the famous ‘Mona’ desert. We have been several times in this restaurant. It keeps the full esence.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/28/c2/88/e7/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/28/c2/88/e6/caption.jpg
Fantástica paella,g1009760-d5614563,"",family,"Estuvimos en familia comiendo una paella realmente exquisita y en su punto justo. La atención por parte de todo el equipo fué  de lujo, mención especial a Aida. Sin duda para repetir. Gracias.","Punteggio 5,0 su 5","",""
Fantastico,g1009760-d4593882,"",couples,"Estuvimos hace poco y como siempre todo estuvo genial, tanto la comida como el servicio. Volveremos seguro.","Punteggio 4,0 su 5","",""
Fantastico,g1009775-d2489355,19 luglio 2017,family,"Ottimo tavolo sulla spiaggia, il cibo era incredibile e il servizio meraviglioso. Sono rimasto molto sorpreso da questo ristorante. Altamente consigliato per eventi speciali (non è poco) .","Punteggio 4,0 su 5","",""
Fantastico,g1009855-d3876795,26 luglio 2014,"",Fantástico!!! Lo abbiamo trovato per caso ed e stata tutta una sorpresa.abiente famigliare.... il servizio veloce e aggradabile il mangiare delizioso si nota che i prodotti sono freschi.provatelo non rimarrete delusi!!!,"Punteggio 5,0 su 5","",""
Fantástico,g1009772-d10225684,"",none,"Menú de diario por 14€, incluye bebida y postre, cafés aparte. Algunos platos tienen suplemento, pero hay un mínimo de cuatro primeros y cuatro segundos sin él. Platos bien elaborados y servicio esmerado y atento. Buena relación calidad precio. Altamente recomendable.","Punteggio 5,0 su 5","",""
Fantástico,g1009855-d3876795,26 luglio 2014,"",Fantastico! Lo abbiamo scoperto per caso editar e stata tutta una sorpresa!!! Abiente famigliare mil servizio veloce ed agradabile mil mangiare squisito.si nota k i produtto sono freschi! Provatelo non rimarrete delusi!!!!,"Punteggio 5,0 su 5","",""
Fantastico - anche a chi non piace il pesce!,g1007873-d3371452,12 luglio 2015,friends,"Una prima visita ed è all'altezza delle recensioni di Trip Advisor. Nessun antipasti per i mangiatori di carne ma calamari erano così fresco che anche io ho apprezzato molto loro (io odio pugno e più pesce!) e ha detto che chi aveva i muscoli come buono che erano. 3 Di noi hanno avuto il riso con anatra, che è una specialità locale e davvero gustoso, mentre gli altri avevano una paella di pesce. Le porzioni erano grandi e tutto il cibo era presentato magnificamente. Siamo riusciti dessert come bene e vi consiglierei il Catalana - incantevole zucchero caramellato topping di Crema e crema pasticcera ben allestita. Il personale è molto attento e ci ha dato un liquore e che accompagnano fetta di torta della casa. Ottimo rapporto qualità/prezzo e di qualità eccellente. Lo consiglio vivamente.","Punteggio 5,0 su 5","",""
Fantástico menú,g1009775-d4557879,"",friends,"Un local frente al mar que reúne la mejor gastronomía de la zona, el trato del personal inmejorable, es necesario reservar porque tanto el menú diario como el menú paella son excelentes y muy equilibrados en calidad-precio.","Punteggio 5,0 su 5","",""
favoloso!!!!,g1007885-d3396815,25 agosto 2013,friends,"ho mangiato qui a pranzo consigliata da amici del posto e l'ho trovato favoloso!!! abbiamo mangiato Tapas buonissime con porzioni giganti,le patatas bravas migliori che abbia mai mangiato in Spagna e la seppia a la plancya speciale,poi ottima sangria a prezzi normali.Super consigliato!!!","Punteggio 5,0 su 5","",""
Fermati per pranzo,g1006045-d2444540,21 agosto 2016,couples,"Pranzato il 21 agosto. Ordinato due ropa vieja. Piatto completo che ci ha saziato e cucinato bene. Staff cortese, pranzato all'aperto con un gran bel panorama.","Punteggio 3,0 su 5","",""
Figo,g1006045-d2444540,4 gennaio 2018,friends,Spettacolare. Panorami mozzafiato e bellissime passeggiate in mezzo alla natura. Almeno una giornata all'interno dell'isola dovete concedervela,"Punteggio 4,0 su 5","",""
Frutti di Mare e piatti di riso meravigliosa,g1007873-d2202784,27 novembre 2016,couples,"Io e il mio compagno aveva due antipasti condivisi, la Mejillones Fishermenstyle e il polpo, entrambi assolutamente delizioso. Poi abbiamo avuto una paella di pesce che era meraviglioso troppo; bery ben condito e con un sacco di pesce all'interno. Tutti i piatti e la loro houswein sono a prezzi molto ragionevoli. Il servizio era cordiale e attento. Posso solo consigliarlo.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/0d/bd/ea/7a/20161127-123010-largejpg_rotated_90.jpg,https://media-cdn.tripadvisor.com/media/photo-l/0d/bd/ea/7c/20161127-124420-largejpg.jpg
Fuori dal caos,g1006045-d3635439,30 marzo 2015,"","un angolo vero lontano dal mondo artefatto si playa del ingles.  Ottima zuppa,  gestore gentilissimo e prezzo onesto..","Punteggio 5,0 su 5","",""
Genial sitio para tomar algo,g1007885-d20206189,"",friends,"Sitio recomendable al 100%, muy majos y simpáticos. Los camareros son encantadores y muy amigables, perfecto para venir a tomar algo💋💋","Punteggio 5,0 su 5","",""
"Gentilezza, qualità, creatività",g1006061-d6905011,22 agosto 2022,none,"Ristorante scelto all'ultimo minuto dopo una splendida domenica pomeriggio sulla spiaggia di Es Trenc. Silenzio e grilli e senso di pace ad accoglierci. 
Luogo curato e incantevole immerso nella natura e con vista Serra de Tramuntana. Personale gentile senza affettazione. E piatti curati, originali accostamenti di sapori, ottimamente presentati. Anche le alternative vegan di ottimo livello e preparate con passione.
Torneremo senza ombra di dubbio.","Punteggio 5,0 su 5","",""
Giorno di Famiglia,g1007873-d2202784,24 luglio 2017,family,"Ottima giornata fuori con la famiglia, il cibo era fantastico, come abbiamo assaggiare la tipica paella, e qualche pesce davvero ben cucinati. Prezzo era ragionevole come abbiamo pagato 60 € per 3 persone.

Nel pomeriggio, abbiamo fatto un buon viaggio in barca lungo il fiume, e una bella passeggiata nei dintorni.

In sintesi, è stato molto piacevole e completare il giorno fuori, molto consigliato.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/10/00/52/ce/photo0jpg.jpg,""
Giovane e vivace,g1007885-d3396815,6 ottobre 2018,business,"Sono andato a cena.
Locale ampio, informale, vivace, molto frequentato soprattutto da giovani. 
Cibo discreto, niente di speciale.
Possibilità di assistere alle partire di calcio in diretta. 
Consigliato.","Punteggio 4,0 su 5","",""
good experiencie at Hostal Colomi Restaurant,g1009772-d3183853,"",family,"Hello! we usually goes to this restaurant with my family. It's very cozy and confortable. The service is excellent, and the ""maitre"" makes good recomendations. the restaurant serves good local grilled product and well prepared catalan cuisine. I love the tomatoes salad and their ""canelones"". It's good election to enjoy eating.","Punteggio 5,0 su 5","",""
Good fresh food.,g1009772-d10225684,"",couples,"We had lunch here. 16.50 euros for 3 courses of good imaginative Mediterranean food. First drink included. Pleasant space, friendly service, good food. Recommended.","Punteggio 5,0 su 5","",""
Gran bel posto ... peccato per il servizio,g1009775-d2489355,28 agosto 2018,family,"Cena in 4 con due bambini di 3 e 7 anni.
Siamo arrivati tardi ed abbiamo avuto la fortuna di trovare uno sei pochi tavoli esterni vista mare con una bella luna piena.
Bello! Abbiamo mangiato bene, non abbiamo speso poco ma abbiamo apprezzato il rapporto qualità prezzo.
Servizio sotto zero: tavolo apparecchiato per due ed altri coperti portati solo dopo sollecito. Ordinato il vino ed è arrivato prima l’antipasto ma nessuna bevanda, arrivata dopo nuovo sollecito.
Presa una bottiglia di vino da 25€ che per la Spagna non sono pochi, bottiglia stappata è lasciata lì al fai da te. Poco ghiaccio per tenerla in freddo. Lunga attesa per i dolci peraltro meritevoli.
Che dire: bene ma con poco sforzo potrebbero fare molto meglio!","Punteggio 4,0 su 5","",""
Gran decepcion,g1007873-d2235372,"",none,Una gran decepcion... Venimos como otras veces que siempre comiamos genial.. Y hoy dia de viernes santo fatal. Una porqueria de  menu y encima mal servido a unos les entraba ciertas piezas i otros no.....   Esto se avisa...... Fatal.....,"Punteggio 2,0 su 5","",""
Grata sorpresa!!!,g1009775-d6970093,"",family,"La verdad que nos sorprendió para bien, después de llamar a varios establecimiento de la localidad al 8 o 9 intento llame y me dieron reserva, 
Mal sospeche y me puse a leer los comentarios y pensé ya verás 
Por poner una pega solo al jamón 
Que el jamón pone q es ibérico y no era Ibérico 
No estaba malo 
Luego un carpacho de ganaba a mi mujer le encantó 
Una papas brava para que el chico comiera la sala para mi gusto muy buena y picante 
Un pulpo a la “brasa” aceptable bueno 
Para mi cuñada suprema de lubina al precio que se cobra mínimo una 1/2 lubina creo que sería lo correcto en mi opinión 
Y mi mujer y yo una paella marinera buena 
Coulant  de chocolate 
Tarta de queso 

Y a nosotros el aperitivo y el pan no nos lo cobraron 
Mi mujer pregunto primero si era cortesía de la casa","Punteggio 4,0 su 5","",""
Great dining experience,g1006046-d4090798,"",none,Friendly people - lot of great choices - lovely food - the fish was fantastic .  Very good wine choices,"Punteggio 5,0 su 5","",""
Hamburguesas buenisimas,g1007885-d5864448,"",none,"Hamburguesas espectaculares las mejores que hemos comido, las patatas con tres salsas buenísimas y los postres la panacotta con coco y mango buenisima,el personal un trato excelente y muy profesional sin duda repetiremos","Punteggio 5,0 su 5","",""
hamburguesas directamente proporcional al trato,g1007885-d5864448,"",friends,"vayamos por partes, las hamburguesas son buenas? buenísimas, algunos del personal tienen la educación justa para ver lo que dura la información meteorológica y nada más? también.
Entiendo que hay mucha presión, que el sitio es concurrido y la verdad que lo merece por calidad, pero no puedo asumir y tolerar que para saber para quién iba cada pedido nos pusieran sobrenombres.
Yo no tengo porqué oír que mi pedido iba para ""el Buey del pantalón bombacho"" o qué otro fuese para el ""succiona huevos de siempre"" y ya por no hablar de que entró un señor con dos muletas y totalmente encorvado y tener que oír que ""la hamburguesa X iba para el cangrejo Sebastián"" o a otro minusválido llamarle ""el pulpo Pol"" que si, que se parecía a un pulpo por qué las piernas parecían de trapo pero por favor, pongan una máquina para sacar numeritos.
De todos modos el sitio es limpio y la calidad es increíble asi que el buey volverá a ir, no creo que con bombachos pero iré.","Punteggio 3,0 su 5","",""
Hamburguesas gourmets brutales,g1007885-d5864448,"",friends,"Hanburguesas caseras y de calidad. Elegí la Finisterre y la carne estaba super jugosa!
Repetiré sin lugar a dudas a catar otra debla gran lista que disponen en la carta.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1d/78/30/46/las-mil-y-una.jpg,""
Hamburguesas variadas,g1007885-d5864448,"",couples,"Restaurant ,solo de hamburguesas,pero con mucha variedad,y sobre todo de calidad,el personal, excelente en atencion y explicaciones de lo seleccionado,el local eso si pequeño,pero suficiente","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/99/36/80/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/99/36/81/caption.jpg
Heerlijk en eerlijk,g1007873-d4312941,"",friends,"Heerlijk eten, veel keuze. Zowel in vis als vlees! Fijne bediening.een heerlijke plek waar je eerlijke Spaans menu kan vinden tegen een goede en redelijke prijs.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/58/e6/4e/caption.jpg,""
"Hemos estado en marzo, junio y ahora en julio, ello indica que tenemos predileccón por este restaurante de Sta.Coloma Q.",g1009772-d4905483,"",none,"Menú fin de semana con una carta variadísima, calidad de los platos, raciones completas, muy buen servicio, atento y profesional, comedor bien decorado, muy buen ambiente.
Calidad-precio adecuado.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/24/fb/17/e0/ensalada-de-frutos-varios.jpg,https://media-cdn.tripadvisor.com/media/photo-l/24/fb/17/e1/entremes-de-la-casa.jpg
HOY FATAL,g1009775-d6970093,"",friends,"Hace años que voy a este restaurante però hoy no han estado acertados y ni tan siquiera nos han dado ni una disculpa ni han descontado nada de la minuta, es mas te cobran por el pan y el aperitivo que té ponen sin tu pedirle.
El pulpo a la brasa estaba duro, el bacalado venia con anisaquis aunque estaban muertos però no deja de ser anisaquis, la costilla de ternera hecha a baja temperatura, hace honor a su nombre, estaba congelada y no de fria si no de congelador, como un cubito de hielo.
Por todo ello hoy puedo decir que no volvere mas, demasiado caro por lo que té dan.
Manel","Punteggio 4,0 su 5","",""
Il cibo è ottimo ma può essere occupato!,g1009760-d3158055,3 agosto 2016,couples,"Siamo stati qui perchè era intorno a metà il nostro giro in bicicletta. Era molto affollato quindi il servizio era molto lento, ma una volta ordinato il cibo non ci ha delusi. Tutto era fresco e davvero gustoso. Abbiamo apprezzato il fatto che il menù aveva il menu effettivo in un sacco di lingue in modo solo guardare attraverso il libro di trovare Inglese se questo aiuta. Sarebbe vi mangeremo nuovamente.","Punteggio 4,0 su 5","",""
Il cibo è ottimo!,g1009760-d3158055,25 marzo 2017,couples,Servizio eccellente anche se il ristorante era pieno. I prezzi erano buoni. Pranzo di sabato spagnola tipica con le famiglie grandi.,"Punteggio 5,0 su 5","",""
Il cibo era buono e aveva un sacco di glutine opzioni gratuite,g1007885-d3177792,6 agosto 2016,family,"Prima di cena veloce. Le porzioni sono enormi e di buona qualità. La cameriera era molto bene l'inglese e il senza glutine opzioni per mia moglie erano davvero il massimo.

Si prega di notare ancora una volta... le porzioni sono andata troppo grande, ma la qualità è buona.","Punteggio 4,0 su 5","",""
Il cibo era molto buono,g1007873-d3371452,29 giugno 2016,couples,"È meglio prenotare un tavolo se siete un gruppo o andare per un fine settimana. Quando siamo arrivati (abbiamo avuto nessuna prenotazione) siamo rimasti sorpresi per essere accettato subito perché sapevamo che in genere è affollata. Dato che siamo rimasti solo due abbiamo potuto essere seduti in una sola volta. Il servizio è veloce e la scelta del cibo è abbondante. Abbiamo ordinato il menu del giorno ed era deliziosa.
Il bagno era piccolo rispetto alle dimensioni del ristorante, però.","Punteggio 4,0 su 5","",""
Il miglior posto al Delta del Ebro,g1009760-d3158055,4 agosto 2016,friends,"Il migliore! La cucina tradizionale di una zona agricola classica della Catalogna. Degustare l'anguilla silicico pirogenico, il riso del"" legumi nera ortiche di riso del mare, ... Il migliore!","Punteggio 5,0 su 5","",""
IL MIGLIORE DELLA COSTA,g1009775-d2489355,16 dicembre 2015,business,"Sono stato in Zona per un mese e il Casinet è senza dubbio il miglior ristorante!

Quando si entra si trova uno staff accogliente, rapido e super organizzato, girandosi intorno si ammirano decorazioni e quadri che fanno respirare aria di mare e guardando fuori si ammira una spiaggia luminosa e un mare tranquillo.

Ci sono due cucina e una di queste è specializza per fare solo paella...la migliore mai assaggiata fin ora.
Come secondo piatto ho scelto il polpo alla brace, cotto al punto giusto, speziato e condito in modo eccellente.
Ottima la Cava e l'aperitivo che mi hanno offerto prima del pranzo.

Impossibile non andare se si è in zona!

Prezzi un po' più alti della media locale","Punteggio 5,0 su 5","",""
Il migliore della zona,g1009775-d2489355,5 agosto 2017,couples,Senza dubbio si tratta di un ristorante molto buono. La prova è che è estremamente difficile da prenotare un tavolo durante il fine settimana. L'atmosfera del ristorante è davvero spettacolare,"Punteggio 5,0 su 5","",""
Il sapore,g1006061-d6905011,30 giugno 2017,none,"Ambiente carino, piatti senza pretese ma con una mise en place degna di nota, sapori genuini, intensi, semplici, appaganti. Unico neo, non hanno formaggi da servire a tavola, peccato","Punteggio 4,0 su 5","",""
Immer wieder und mega lecker.,g1009760-d4593882,"",couples,"Sehr gutes Essen. Große Portionen.
Wir hatten gegrillten Tintenfisch und Seeteufel. Mega lecker. Das Essen war seinen  Preis absolut wert. 
Sehr aufmerksamer Service.","Punteggio 5,0 su 5","",""
In medio stat virtus...di domenica va bene cosi,g1006045-d10607071,17 luglio 2022,couples,"Andare al ristorante di domenica a pranzo non è il metro di valutazione più idoneo. Di certo abbiamo trovato una location molto bella: magari una migliore copertura eviterebbe l'eccessivo calore dei raggi del sole (che gira) tra i tavoli. Servizio che, pur volenteroso e cordiale, ha lasciato qualche falla. Le pietanze: di qualità, con portate generose. Consiglio il vino bianca di Yaiza (Lanzarote), che per me resta il migliore tra le isole, e il prosciutto iberico di ghiande. Il sanguinaccio un pochino troppo cotto. Conto tirato su dai 40 euro complessivi tra vino e jamon: 70 per 35 euro a testa. Ci può stare, anche se il burro e il pane, visto che lo fate pagare (per carità una stupidaggine), chiedete prima di portarlo due volte. Comunque siamo rimasti soddisfatti.","Punteggio 3,0 su 5","",""
Increíble,g1007885-d5864448,"",couples,"Escogimos el menú Deluxe y pese al precio elevado fue una buenísima decisión. Los entrantes, las hamburguesas y el postre espectaculares. De cantidad más que de sobra. La atención de 10, además se preocuparon muchísimo en todo momento por el tema gluten, explicando y poniéndo soluciones. Volveremos a repetir","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1d/66/e7/8e/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1d/66/e7/8d/caption.jpg
Info chiara BUTnot di cibo bello da parte del personale,g1009775-d2489355,18 giugno 2017,family,"Ci abbiamo pranzato e siamo stati due persone. Abbiamo chiesto per due antipasti ma esplicitamente detto che uno di noi quindi di portare la metà della quantità. Il cameriere ci ha ripetuto il nostro piccolo contributo di ordine che abbiamo ricevuto i quantitativi intere di entrambi gli antipasti e ci ha anche venuti a chiederci se tutto è ok. Abbiamo detto che abbiamo ordinato metà e poi ha detto che essi non portare le porzioni di metà. Ho trovato questo totalmente inaccettabile, causa chiaramente abbiamo mangiato metà di uno degli antipasti, che era pesce e non è economico ma abbiamo pagato la quota intera. Io non apprezzare quando le persone non sono onesti o tentare di ingannare me, soprattutto in un posto costoso dove le persone che vi sono disposti a pagare il loro cibo. Abbiamo pagato più di 100 euro per due persone e mi aspetto almeno la gente ad essere onesti per me.

La persona che serve noi e la persona che ci portano alla tavola erano molto belle.

Prima gli antipasti ci hanno portato due porzioni piccole diversi di cibo da "" la casa "" , che era molto buono. Gli antipasti erano molto buono (quindi anche un peccato più grande che abbiamo dovuto gettare una mezza porzione) ma il riso non è stata assolutamente una delle migliori che mi sia mai capitato. Dessert era buona e con le nostre coffes etc. .. disposition ci hanno portato anche un piccolo morso di un coco aromatizzato dolce, che era davvero fresca. Il caffè era buono per gli standard spagnoli.

Il posto è veramente sulla spiaggia, quindi si ha una bella vista se ti siedi fuori. Se si siede all'interno è ok ma ci sono questi aerostati sul soffitto che sono molto sporchi e dare un'impressione negativa. Non so se c'era l'aria condizionata ma il posto all'interno era abbastanza calda, sul bordo di farci sentire a disagio. Ovviamente meglio di fuori, ma comunque non male. Ma all'interno è possibile vedere i cuochi cucinare e questo è un bel punto a favore.

Non so se consiglierei questo posto dopo sensazione che hanno provato a ingannare me.","Punteggio 3,0 su 5","",""
Insuficiente y caro,g1009760-d4593882,"",couples,"Insuficiente. Muy CARO por el hambre con el que hemos salidos.

Los platos son de muy poca cantidad

La camarera no se le entendia al hablar, debido al piercing de la lengua (yo he llevado uno, así que no es discriminatorio)","Punteggio 2,0 su 5","",""
La apariencia engaña para bien,g1009775-d6970093,"",none,Un comedor amplio  un servicio agradable y eficiente y la comida buena. Vivo en la zona y no lo conocía pero no será la ultima visita que les haga.,"Punteggio 5,0 su 5","",""
La avaricia rompe el saco.,g1009775-d4557879,"",friends,"No nos gustó nada. Fuimos un domingo en el segundo turno. Platos abundantes pero producto de baja calidad. Los camareros agradables pero no dan a basto. Los servicios muy sucios, desatendidos, sin papel. Creo que el éxito los ha confundido y ahora dan muchas comidas y sin cuidar los detalles. Quedé muy decepcionada. No volveré ni lo recomiendo.","Punteggio 2,0 su 5","",""
La cura e autentica,g1007873-d2366834,4 marzo 2015,couples,"Abbiamo fatto il check-out dove mangiare su TripAdvisor e sembrava esattamente quello che volevamo: buona recensioni, il giusto prezzo e locale.
Abbiamo avuto un po' di una sorpresa all'arrivo - l'area del bar era pieno di gente guardare il calcio in TV!!! Ci hanno detto che ci sono stati solo che serve sandwich. Poi il menu era in catalano solo!!

Tuttavia, non tutto era perduto Manel, il nostro cameriere, che parlava inglese era disposta a mettere alcuni piatti di pesce insieme. Così come ci siamo seduti ci è apparso piatti differenti, alcune caldo, freddo, e tutti deliziosi. Al momento del pagamento ci ha detto che il ristorante fosse stato c'e della sua famiglia per oltre 50 anni e solo allora il padre e il nonno era lasciando dopo il calcio! Una bella serata, fuori della stagione turistica, grazie Vladimir.","Punteggio 5,0 su 5","",""
La paella e servizio eccellente,g1009775-d2489355,18 agosto 2016,couples,"Avevamo un cozze eccellenti stile japanesse seguita da paella e dessert condiviso.
Abbiamo trovato la paella deliziosa, anche migliore di quella che avevo preparare a casa!!
I prezzi sono corretti data la qualità.

Unico punto negativo è che servono San Pellegrino acqua frizzante. Ha senso ecologico per trasporto solo acqua dall'Italia quando abbiamo tanti buoni watters scintillanti così vicino in Catalogna ?","Punteggio 5,0 su 5","",""
LA PALABRA DE UN CLIENTE NO SE CREE,g1009760-d4593882,"",family,"Fuimos a comer, la comida bien pero al ir a pagar nos cobraron una bebida de más, al comentárselo a la camarera, Natalia, nos decía que no era cierto, le insistimos seguros de la verdad y al final al preguntar en la barra le dijeron que era cierto y que se había cobrado un refresco de más. No entiendo como se puede hacer sentir tan mal a un cliente delante del resto de los clientes, dudando de tu palabra . Realmente en una cuenta de más de 200 euros un refresco no suponía nada pero no lo habíamos consumido. Esta persona con su forma de actuar hizo que la jornada acabara con mal gusto. A nadie le gusta que pongan en duda su palabra y credibilidad de esa forma. No repetiremos ni lo recomendaré.","Punteggio 1,0 su 5","",""
